19256	1
17575	1
1659	2
23491	2
10323	6
31922	8
1055	8
17252	9
30379	9
18089	9
10796	10
15270	10
10049	12
10043	12
7913	13
23579	13
25599	13
12405	16
9889	17
4716	20
20932	21
22679	22
9151	23
31366	23
11887	23
2595	24
24487	24
11426	24
30111	25
11863	27
27329	28
29618	28
10640	29
24274	30
29231	30
22060	32
25858	32
3984	33
6726	33
12624	33
16257	34
3648	35
7676	35
16564	36
964	37
1499	39
13748	41
2559	42
8769	42
11087	43
25882	45
6093	46
20866	47
13170	48
9017	49
6620	50
31849	50
22926	50
21815	50
20914	51
29025	51
18471	52
1912	53
9989	54
12899	55
13727	55
20411	56
1002	57
6141	57
26078	60
16017	60
6283	61
14242	62
23037	62
11044	62
23848	62
8	64
861	64
17254	65
19807	65
26181	66
25355	66
1583	66
12685	67
27929	69
18828	69
10497	69
18193	70
5346	71
20036	71
11039	73
16167	73
8480	73
32091	73
31858	74
1286	74
22025	74
17208	75
28069	75
26367	76
16959	77
12513	77
1161	77
30291	78
16056	79
14509	81
11609	81
9575	82
10554	83
15966	83
2251	84
29559	85
32122	86
24404	87
30354	88
26641	89
19697	89
14336	89
27451	90
22767	90
15242	91
16691	91
7214	91
20338	92
2759	92
25174	94
12536	95
23370	97
13436	97
3114	97
17569	101
9278	103
22269	103
29232	103
23823	103
32129	105
19398	107
7781	107
24083	107
4564	108
9284	108
21455	110
6057	110
23290	110
31486	111
28993	111
26781	111
5168	112
2564	112
31399	113
6682	113
17676	113
15734	114
30777	114
9657	115
18029	115
2339	115
31143	115
18600	116
7904	118
24318	119
24126	119
25704	120
21014	120
31479	120
31112	120
10877	120
14022	121
15701	121
29045	121
13015	122
24680	122
9505	122
26631	122
17602	123
12074	123
24638	124
21033	125
16257	126
32082	126
28916	126
27390	126
25837	126
2473	127
12954	127
759	127
24642	128
30728	131
7719	131
16896	132
16519	132
5948	133
18770	135
13135	136
2605	137
22018	138
15601	138
2928	138
20620	138
7392	139
1403	139
17874	141
25396	143
25100	143
31929	143
7520	144
19789	145
30385	145
7779	146
19846	146
5455	147
24551	148
20048	149
17064	149
18742	149
2281	150
6180	151
24096	151
5915	152
13819	152
10379	153
7350	153
8567	154
25925	154
30856	154
25399	155
25265	155
8430	156
10422	156
29086	157
23448	157
23264	158
6205	159
28154	161
30927	161
30877	162
10527	162
31730	165
17520	166
17133	166
25245	167
24296	167
14865	167
1221	167
14238	168
13605	168
2734	169
20179	170
30326	170
6749	170
31673	170
18666	170
813	171
30137	172
582	174
10932	175
23446	175
14504	175
26875	176
25110	177
2752	177
10316	177
31428	178
31377	178
16665	178
31463	180
7139	180
28493	181
24055	181
10254	181
24230	181
16005	183
32662	183
26570	183
9525	184
22113	188
17316	189
21109	189
14459	189
30771	189
24842	189
14009	190
26305	190
18190	191
3038	191
31652	192
7458	192
28468	193
715	195
10035	195
24741	195
11174	196
2603	196
17176	196
31541	198
19699	199
26940	199
19340	200
5796	200
6272	201
425	203
857	203
23390	204
7108	205
11798	206
31107	207
7584	208
1147	209
30657	210
23096	212
7034	213
6915	214
25140	215
11177	216
9465	218
16173	219
17490	220
7611	220
19615	220
17406	220
2217	221
15898	222
21864	223
30680	223
12287	223
10521	223
22141	224
78	224
21816	224
25569	225
25119	225
24058	225
31424	226
32542	226
18609	227
13497	227
18664	227
16269	230
6934	231
21405	231
26090	232
21547	232
7330	233
20296	233
19136	233
31256	233
29494	234
16118	234
8441	235
11570	235
1159	235
997	235
13313	235
494	235
18458	236
31638	236
15034	236
30390	236
26142	237
25326	238
23912	239
21313	240
7801	240
6235	241
19249	241
15077	241
7643	241
26556	242
31262	243
10026	243
7851	244
16949	245
19474	245
18200	245
23984	246
28414	247
11658	248
704	249
22907	250
10916	251
2381	251
23058	252
26853	252
5686	253
18861	253
29564	254
9219	256
15997	256
14831	257
20788	257
323	258
1792	258
31833	259
26171	259
30423	259
5948	263
18763	265
24509	266
7278	266
5651	267
32196	268
22959	268
8293	270
6667	271
5440	271
10875	272
2296	272
22042	272
5619	274
7100	275
23599	277
30278	277
6797	277
22737	278
18448	278
28263	278
9761	282
8649	283
2985	283
967	283
23873	283
28185	284
3332	284
12748	284
30672	285
22943	285
1328	286
961	287
30694	287
28815	288
24023	290
16034	290
31656	291
10086	292
8733	292
23001	292
24892	294
29052	295
10922	297
26091	298
32017	298
12002	299
10372	299
