17729	10238
15483	30824
28481	14825
32468	16857
3047	701
22043	26580
30724	19214
3614	30994
20287	20497
4429	6054
32355	14172
27891	30080
32053	8886
30531	12120
17941	13199
6051	2902
23438	21534
958	19151
3592	658
3241	6639
1359	25284
451	32084
11730	4065
30310	32017
24562	1971
5303	24149
16143	427
21461	15428
9313	19224
27549	27254
32424	832
30156	23094
22366	31114
9477	25958
31773	12718
32597	364
5234	280
32448	16965
4345	29990
16214	28908
31961	21518
20289	15337
21945	8983
30765	31258
28207	25546
25744	27863
26378	23132
18189	15977
21478	27667
9167	20483
7617	8997
20848	12852
9277	20528
29817	13623
17751	13263
9763	16944
2013	30052
32281	23958
6267	30279
22448	1707
23057	15424
29570	16668
5788	14992
32645	27267
9891	9044
14982	17508
18041	3062
30360	27319
23591	27409
8174	8574
7905	17937
25518	9918
15221	25032
1109	21489
22543	23557
23196	12832
6214	19998
29500	12002
2222	29377
6501	12113
5654	21484
29622	23695
24546	27214
18246	15369
21856	26420
23943	29761
11589	16694
6911	26811
8958	8020
15532	31501
31578	5960
11565	5024
25958	8298
17026	28181
4907	23528
7526	10561
12244	4380
1489	4022
31595	19735
19392	20683
13388	10567
17676	24977
27261	24587
19020	3451
32608	1784
2184	31418
7744	13750
3674	935
22048	20700
29116	26955
11460	3874
4749	23704
8255	6238
27727	7082
25973	14351
27765	6593
24918	12673
31571	19412
4492	17823
22863	4332
19608	25048
2982	27352
6030	6656
28287	28078
27357	24635
22265	6049
28510	27014
29754	3997
484	24713
11079	26458
6296	6076
283	31214
18749	31854
17858	23241
16910	7954
27574	3750
234	30556
31102	6264
4445	26622
1574	31802
18489	23839
5083	14231
18086	2069
18228	18570
26782	29307
12260	310
2615	12544
31525	21364
11630	16615
11838	28540
24569	6644
32290	24803
4432	30625
31067	8877
24479	32641
7911	10200
23713	12995
24432	9031
15064	9892
27601	9079
6432	7094
9389	9047
19638	8146
30412	31268
24762	9482
27041	16563
16126	26563
8599	20558
24420	6898
29436	16131
6772	4579
26332	30485
17574	17996
6748	32639
27888	1581
8950	1552
8675	18339
10600	28313
26486	8244
26814	18480
17726	21087
2275	1084
14882	10874
21642	6535
17773	18310
22666	24545
22890	16230
22262	7696
1458	29010
7567	29347
30591	16517
30899	6499
2089	8731
2044	28575
16975	28858
14287	1933
17177	16562
3017	32060
27437	24660
5827	12442
10202	28493
4219	324
11956	26481
8021	13414
22723	15588
9993	20546
32106	8125
27045	1427
16856	29090
30002	1064
25180	11521
2997	9590
28083	6015
8882	22752
30675	14709
2426	8109
10434	6645
8434	22390
358	16455
3037	23081
32043	13030
10860	31381
21155	5137
40	5244
1459	30042
6308	26640
8795	9305
3462	4111
15320	12344
26863	13227
27053	29290
21337	4719
3167	29771
27110	3526
13458	30147
26607	12733
10409	4699
11347	31565
9837	11387
4041	11296
8662	10349
5168	17457
19654	8630
21568	2207
20974	15664
15434	15259
12186	4003
19979	15353
1006	14321
